,token,value_shap,value_lime,cosine_similarity,pearson_correlation,js_divergence
155,better,"[-0.0271902829408645, -0.0380582942161709, -0.0422156895656371]","[0.026322824288984, 0.0537407725419263, -0.0125012249848421]",-0.5797933304214214,0.3619215804703946,0.30118483030978743
156,birth,[0.0140899231628282],[0.0369457880180477],1.0,,0.0
157,black,"[0.1794667444191873, 0.2709404290653765, 0.3924686391255818]","[-0.0123805232949407, 0.0098990688449579, 0.1216271014104415]",0.7711184675723889,0.9592246548623409,0.34776132391056375
158,blacks,[0.1492441722657531],[-0.0411621080335395],-1.0,,
159,blood,"[0.0316333076916635, -0.0363517911173403]","[-0.0066446486549931, -0.0066446486549931]",0.06923811120449379,,
160,boarish,[-0.1303384969942271],[-0.1211002129869126],1.0,,
161,boats,[-0.1326660336635541],[-0.0467030582870051],1.0,,
162,borders,[-0.1849265115451999],[0.0275094133371219],-1.0,,
163,bottle,[-0.1005117381828313],[-0.0959967890905584],1.0,,
164,boy,"[-0.0824359434191137, -0.0657588315661996, -0.0708758537657558, 0.1814694418571889]","[-0.0027544915835358, -0.1134208022441109, -0.0160855819065812, 0.0801575465487954]",0.7544396938692565,0.754512187634997,0.4340207232211398
165,boys,[0.1175448633730411],[0.0745994753378856],1.0,,0.0
166,breathe,[-0.0227417723508551],[-0.0452283109378554],1.0,,
167,bright,[-0.2177354460582137],[0.0231653135596356],-1.0,,
168,bring,[-0.005667244689539],[-0.0171384887487142],1.0,,
169,brother,[0.0460558230988681],[-0.021224532677585],-1.0,,
170,bursting,[0.1270652040257118],[-0.0062009129457123],-1.0,,
171,but,[0.0225927215651609],[-0.0064049270182206],-1.0,,
172,buy,[0.0166789708891883],[0.0760265560118516],1.0,,0.0
173,by,"[-0.0597573783015832, 0.1122853808337822]","[0.0044796591938779, -0.0157552880158276]",-0.9776012267874878,-1.0,0.8325546111576977
174,calm,[-0.0036450413754209],[-0.0013829113147555],1.0,,
175,can,"[0.0283105601556599, 0.004622703010682, -0.112398523138836, 0.0003956466680392, -0.0528625784354517]","[0.0742794971045128, 0.0177199277007704, -0.0365320659439447, -0.0072402965420678, -0.023508817422122]",0.6701353067503711,0.8279910396670346,0.17067093326391858
176,cap,[-0.2333296598226297],[-0.0530710652584755],1.0,,
177,car,[-0.1661005140776978],[0.0042752806837126],-1.0,,
178,card,[-0.1418318499345332],[-0.0043570198110414],1.0,,
179,career,[0.0264079530315939],[-0.0240932036255416],-1.0,,
180,caregivers,[-0.1109027582715498],[-0.1040022906768267],1.0,,
181,caring,"[0.228627635166049, 0.0384981068782508, 0.0202358718961477]","[0.1142107767489924, 0.1213069883732113, 0.0255731168461275]",0.797856329061631,0.5109057775808943,0.27539458991580895
182,carried,[0.1664878509182017],[0.0806059187480349],1.0,,0.0
183,catholicism,[0.3114901806693524],[0.0520712426819255],1.0,,0.0
184,chatting,[0.0347412093542516],[-0.0100196940991357],-1.0,,
185,child,[-0.0792711763642728],[-0.0176561299596696],1.0,,
186,children,"[-0.0190093936689663, 0.0155002282117493, -0.1435180860571563]","[-0.0602328689197287, -0.0602328689197287, -0.0061219460734572]",0.08765806104872087,-0.9784923344665761,0.8325546111576977
187,chinese,"[0.034758576657623, -0.0015687802806496]","[0.0186687966139087, -0.0398406921459343]",0.46470836765426543,1.0,0.0
188,chivalrous,[0.250826021656394],[0.0964747095103775],1.0,,0.0
189,choice,[-0.0174434350337833],[-0.0214753635813911],1.0,,
190,church,"[-0.0445648474269546, 0.2283814039546996]","[0.1199040599976767, 0.0940425830664204]",0.45501745190150084,-1.0,0.5002487239061588
191,claim,[-0.032706250824655],[-0.0019107828763573],1.0,,
192,class,[-0.0306375757791101],[-0.027120846454386],1.0,,
193,clearly,[-0.0274760760948993],[0.0023155984523901],-1.0,,
194,club,[-0.0252044085646048],[0.0015057307043764],-1.0,,
195,coffee,[0.023451531320461],[0.0137126316304331],1.0,,0.0
196,coins,[-0.0867719849484274],[-0.0282353587179612],1.0,,
197,color,[0.0914878240437246],[0.0168963640748512],1.0,,0.0
198,combination,[-0.0071809466462582],[0.0032619463345576],-1.0,,
199,comes,[0.0088475794473197],[-0.0061022683982831],-1.0,,
200,comfy,[-0.0578903772693593],[0.019316784961432],-1.0,,
201,coming,[-0.0304220023099333],[0.0092479638380944],-1.0,,
202,commit,[0.2019368629553355],[-0.1207982820042151],-1.0,,
203,commonly,[0.0475996902678161],[0.0341142767348714],1.0,,0.0
204,community,[0.0696979212807491],[0.0497033477743039],1.0,,0.0
205,compared,[0.0009994229767471],[-0.044727733408859],-1.0,,
206,competition,[-0.0081970117792176],[0.0352494416426755],-1.0,,
207,complete,[-0.1148627065995242],[0.0116042199142435],-1.0,,
208,computer,[-0.0923928622542007],[-0.0505359000429023],1.0,,
209,conducted,[-0.0055999362375587],[0.0587769684172353],-1.0,,
210,confused,[0.4752964312210679],[0.0095056564921874],1.0,,0.0
211,congregation,[-0.0982222273014485],[0.0452274019254243],-1.0,,
212,conservative,[0.6539126767311245],[0.211081768680058],1.0,,0.0
213,considered,[0.1189544457010924],[0.0224365452294367],1.0,,0.0
214,constantly,[0.0955337244085967],[0.03897859053131],1.0,,0.0
215,control,"[0.301090775988996, 0.0563917552353814]","[0.1533877911295859, -0.052167814394004]",0.8712866682797147,1.0,0.24093961168056768
216,corner,[-0.0372671212244313],[0.0039210572897442],-1.0,,
217,corny,[-0.1446518828015541],[-0.0076393697145557],1.0,,
218,corrupt,[0.5762186592910439],[-0.0069839528549703],-1.0,,
219,counter,[-0.0267176167799334],[-0.0159934972383715],1.0,,
220,counterparts,[-0.022297607618384],[0.0069493078871915],-1.0,,
221,counting,[0.0883714406372746],[-0.0580855443679966],-1.0,,
222,countries,"[0.0946124046691693, 0.0060154580278322, 0.0286523804534226]","[-0.0423470631938295, -0.0044964587753213, 0.0300153839882926]",-0.6150472875567282,-0.7348116395228541,0.6114009394312133
223,country,"[0.0912894014036282, 0.0452983792056329, 0.0902174327056855, 0.016279715928249, 0.0497174422489479]","[-0.0428157856877253, -0.0364421889948376, 0.01291652994953, 0.057938100230269, -0.0441510776062748]",-0.41670412086054653,-0.44535972984877953,0.5487999472316252
224,course,"[-0.0603261636570096, -0.0862514530308544]","[-0.0184795723594121, -0.0005995381230225]",0.5994148348091071,-1.0,0.8325546111576977
225,cousin,"[-0.068397601833567, -0.0740799657069146]","[0.0134978446288754, 0.0189919269757552]",-0.9918630610715314,-1.0,0.5145738957074414
226,coworkers,"[0.0559429959394037, 0.0262934395577758]","[0.0032046441146762, 0.0032046441146762]",0.9407252924867479,,0.1300112900188937
227,crappy,[0.1684157382696867],[-0.0205707479514464],-1.0,,
228,crawling,[-0.0419191634282469],[-0.0352269390360317],1.0,,
229,criminal,[0.6734482652973384],[0.0262304019059981],1.0,,0.0
230,crude,[0.4116549761965871],[0.1407537396140052],1.0,,0.0
231,cry,[-0.2272657011053525],[-0.0945593407914743],1.0,,
232,cuel,[-0.2365381233794323],[-0.0905777347250368],1.0,,
233,culturally,[-0.0084936083876527],[-0.0359413190868111],1.0,,
234,culture,"[-0.0383235669796704, 0.0788719675038009, 0.0499648323166184]","[0.0325794107939134, 0.0239585777892296, 0.0085346319735631]",0.255918383281662,-0.6022131026845297,0.4757489118055431
235,dad,[0.0426697065704502],[-0.0077704396014603],-1.0,,
236,dark,[0.1605721620289841],[-0.0153456382723171],-1.0,,
237,date,[-0.0248165805242024],[-0.0375678254287286],1.0,,
238,daughters,[-0.0763618989440146],[0.0328328965471537],-1.0,,
239,day,"[-0.0348901671241037, -0.0586287367623299]","[-0.0083510979365544, -0.0245087958960835]",0.978360974014733,1.0,0.0
240,decided,[0.0265272115066181],[0.010703620982496],1.0,,0.0
241,decides,[0.0289956557498953],[0.0276088099362585],1.0,,0.0
242,defeat,[-0.0228935455019208],[-0.0063234497985852],1.0,,
243,dense,[0.4387355884537101],[0.2777285255855022],1.0,,0.0
244,different,"[-0.0912963391747325, -0.2788268369622528]","[0.0054247747036326, -0.0096531427412124]",0.676044529237269,1.0,0.0
245,dinner,[-0.1093020830885507],[0.004875235467454],-1.0,,
246,direct,[-0.1206355157773941],[0.0152179701681638],-1.0,,
247,dirty,"[0.3482786389067769, 0.2820479939691722]","[-0.0926776908902803, -0.0603720149634856]",-0.9946655213746038,-1.0,0.495566282485883
248,disadvantages,[0.060620727793624],[0.0360947644653087],1.0,,0.0
249,discrimination,"[0.1460400680080056, 0.0497350020935603]","[-0.0150267469323854, 0.0351331977723279]",-0.07585120190908166,-1.0,0.6141305546300881
250,disparity,[-0.0412552613997831],[0.0274456748370749],-1.0,,
251,distress,[0.0860496487584896],[0.1432698976620325],1.0,,0.0
252,divisive,[0.1656324522336945],[0.0499158619053703],1.0,,0.0
253,does,[0.1073389967205002],[-0.0096056383991091],-1.0,,
254,dog,[0.0020336937159299],[-0.0329853250080564],-1.0,,
255,dogma,[-0.1281730083719594],[-0.0479507596026251],1.0,,
256,don,"[0.0377026736387051, -0.004918819759041]","[-0.0163520157345811, -0.0340336429684447]",-0.31282715469076317,1.0,0.0
257,donate,[0.0740135507076047],[-0.023971661009231],-1.0,,
258,donations,[-0.1326451919740066],[0.0353248268116603],-1.0,,
259,door,[-0.0801300574094057],[-0.0596819761603618],1.0,,
260,dormitory,[-0.0448799759615212],[-0.0076191616784064],1.0,,
261,down,[-0.0056497765472158],[-0.0174685745326982],1.0,,
262,drink,[0.0854350902955047],[0.0246401653341086],1.0,,0.0
263,drinkers,[0.7808284088969231],[-0.0625698130702545],-1.0,,
264,drive,[-0.0106408572408124],[0.0457480003429761],-1.0,,
265,driver,[-0.0880076388129964],[-0.0179571303190115],1.0,,
266,drugs,[0.0257875686511397],[-0.0703449885228311],-1.0,,
267,drunk,[0.4556931562256068],[-0.0209492547633685],-1.0,,
268,due,[-0.0051198526634834],[-0.0368479327895653],1.0,,
269,dutiful,[0.1780950459651649],[0.1241441402462582],1.0,,0.0
270,each,[0.0730227389140054],[-0.0103223500063228],-1.0,,
271,east,[0.0450881369068243],[0.0017971563091859],1.0,,0.0
272,eastern,[0.4167569021228701],[0.0088916993468451],1.0,,0.0
273,eat,[0.1930009087373037],[-0.0258603295710671],-1.0,,
274,either,[-0.0455424388055689],[0.0038349509622487],-1.0,,
275,elements,[0.0078450468135997],[0.0050884590548052],1.0,,0.0
276,else,"[-0.057394283125177, -0.0013067433610558, -0.0168408767619569]","[0.0083427104085721, -0.0235255912421612, 0.020116077984584]",-0.4102533771108439,-0.506712814442421,0.5947420714197814
277,energetic,[0.0668851640075445],[-0.0515782296780417],-1.0,,
278,era,[-0.0066721077300826],[0.0172618936875359],-1.0,,
279,escaping,[-0.0649010385386645],[0.0202825563966928],-1.0,,
280,europe,[-0.0009095399873331],[-0.020739295558736],1.0,,
281,evening,[-0.1302223752718418],[0.0138280453423652],-1.0,,
282,event,[-0.0327034203219227],[-0.0480463666904682],1.0,,
283,every,"[0.0799016247037798, 0.0294818920083344, 0.1420092881307937]","[0.0549236297565217, -0.0256830625117618, 0.0033656669874784]",0.40865786596391257,0.29920024976137083,0.33297635654056107
284,everybody,[0.0097679439932107],[-0.0131632252690111],-1.0,,
285,everyone,"[0.1041676194872707, 0.0831073778681457, -0.0168408767619569]","[0.011824294230745, 0.0186506710759075, 0.0300610383087492]",0.45417224645319465,-0.9767905582538957,0.4716780552246388
286,everywhere,[0.2375756555702537],[0.0421175448436905],1.0,,0.0
287,evil,[0.3134212706936523],[0.1389182489868286],1.0,,0.0
288,excited,[-0.024884317535907],[-0.0180495341936571],1.0,,
289,expect,"[-0.0882326196879148, -0.1603100579231977, -0.0848136823624372, -0.0259711728431284, -0.1221617683768272, -0.0799005255103111, -0.1069147223606705]","[0.0285977210779888, 0.0520554351012402, -0.0255069953828224, 0.0602697201915503, 0.0560758453120202, -0.0154755421802908, 0.0004916851237493]",-0.5533554683996711,-0.11177285316632674,0.4358006022180886
290,expected,[0.0796589959645643],[0.0069106462740801],1.0,,0.0
291,experience,[0.0235081235878169],[0.0102488690817602],1.0,,0.0
292,extremism,[0.2114555336302146],[0.0121590220163273],1.0,,0.0
293,face,[-0.009403493439701],[0.005498642666189],-1.0,,
294,factors,[-0.0068527630064636],[-0.0132568495064096],1.0,,
295,failure,[0.1189401277806609],[0.0262547028953348],1.0,,0.0
296,fair,[0.0276697957888245],[0.0069801983390351],1.0,,0.0
297,families,[0.0630394151667133],[-0.0422324427687105],-1.0,,
298,family,"[-0.0090212599025107, 0.0998105390463024]","[0.0709663386845369, 0.0226133293403849]",0.2166071245678628,-1.0,0.6222325385633758
299,famous,[0.1064296148251742],[0.0327121714227918],1.0,,0.0
300,far,[0.0392605781089514],[-0.020914397095529],-1.0,,
301,farmer,[-0.1300481481011957],[0.0417301181819618],-1.0,,
302,fast,[0.3294383424799889],[0.0735073310683856],1.0,,0.0
303,father,[-0.0554896995454328],[-0.0725934192856294],1.0,,
304,fathers,"[0.1323138780426234, 0.1715779437217861]","[0.0308669031306733, -0.0099482182273983]",0.3383128374177139,-1.0,0.5027175730424015
305,feel,[-0.0564442651811987],[-0.0391821906782288],1.0,,
306,fell,[-0.0420509955147281],[0.0051995082090257],-1.0,,
307,female,"[0.0127119426033459, 0.0155602185986936, -0.046350757649634]","[0.0078384330170109, 0.0440200251829063, -0.0601813123750701]",0.9436369561233616,0.9528716879100706,0.06645942410690958
308,females,"[0.0624723087530583, 0.0858679104130715]","[0.0496128215288987, 0.0704313565024217]",0.9998831299001425,1.0,0.005631412459700421
309,feminine,"[0.4427424361929297, 0.1426829802803695]","[0.17741758892462, 0.0340955545441376]",0.9925794658927881,1.0,0.07281809147476034
310,festivities,[0.2017453042790293],[0.0310806367971993],1.0,,0.0
311,fisherman,[0.0748807690106332],[-0.0668546973429722],-1.0,,
312,flies,[-0.094953384657856],[-0.0937936811902678],1.0,,
313,focus,[-0.2184512954263482],[-0.0065238202699616],1.0,,
314,food,"[0.0237277062842622, 0.0228929629665799]","[0.0435836141583508, 0.0435836141583508]",0.9998397439285898,,0.006330671235354418
315,football,[0.0418649697676301],[0.0985880293346892],1.0,,0.0
316,for,"[0.0200139803582715, 0.008504795609042, 0.1116894742008298, 0.0823127183830365, -0.0017042712424881, 0.0407194826984778, 0.004788783378899, 0.0099833861459046, -0.0017036540666595, 0.1217900804476812, 0.0526639551972039]","[0.0222239782554911, 0.0186086901847193, 0.0186086901847193, -0.0025947010782218, -0.0210784161678128, 0.0466276029641649, -0.0098138171125856, -0.0149893198809656, 0.0421776862135693, 0.0180122073822682, 0.0185523183881745]",0.45530992811064386,0.17249313686844792,0.37845377783223333
317,foreigners,[0.5169237111695111],[0.1074688366207614],1.0,,0.0
318,forms,[0.0066974313449463],[7.202349023363103e-06],1.0,,0.0
319,found,"[-0.017639507073909, 0.0086421221494674]","[-0.0148315335500278, 0.0636124596220475]",0.632379845065505,1.0,0.0
320,friend,"[-0.0803619720973074, -0.056207567686215]","[-0.0612996531162213, 0.0318902915014934]",0.46244248352761885,1.0,0.0
321,from,"[-0.0217168065319128, -0.0740007741842418, -0.0333903348073363, 0.0040422831661999, -0.0015270467265509, -0.0186012987978756, -0.0571140358224511, -0.0108955544419586, 0.0912866643629968]","[-0.0095344904427704, 0.0578690960608737, -0.0025422283635748, -0.0328651490053835, -0.0042926189909351, -0.0465305667225901, -0.0346126812973439, -0.0040700328718286, 0.0169484030506784]",0.0253005141949769,-0.04195671790399119,0.40508034366209544
322,fueling,[0.0016385149210691],[-0.1018061455768316],-1.0,,
323,full,[-0.0241963496082462],[-0.0067763816157395],1.0,,
324,fun,"[0.0026242011226713, -0.0382614507107064, -0.0387868909747339]","[0.0138862133150391, -0.0423551148218517, 0.0035192640255492]",0.6234508481190753,0.6339126073926179,0.4375649944440775
325,gamble,[-0.1816623007123578],[-0.0555757154503594],1.0,,
326,game,"[-0.0226326355434139, -0.0660335679072886]","[-0.0026901303741396, -0.0026901303741396]",0.8981723717447324,,
327,gave,[0.0902142190170707],[-0.0167142014315231],-1.0,,
328,generally,[0.0004955171607434],[-0.0169836801589754],-1.0,,
329,gentlemen,"[0.0701878973195562, -0.2511200337903574, 0.1837513563223183, -0.115250731119886]","[0.0951619563327757, 0.0020837008516059, 0.2014688580763965, -0.0165712793233824]",0.5949358293821048,0.9147781030860095,0.2760828567428675
330,get,[0.043580939527601],[0.060376319887009],1.0,,0.0
331,ghanaian,[0.0328935631550848],[-0.0389965762927296],-1.0,,
332,girl,"[0.086673300305847, 0.0616983850486576, -0.0635656087542884, -0.0507577668176963]","[0.0437537329606603, 0.0212195740941284, 0.0135347062498594, -0.0007970025686063]",0.6332925644975076,0.8455661397625662,0.293945753357564
333,girlfriend,"[0.023447151761502, -0.017292512115091, -0.05749516421929]","[0.041687405017586, 0.0163860619225385, 0.0379324721157752]",-0.393003756458432,0.141301268563988,0.4032283559161042
334,girly,[0.6264604507014155],[-0.0667699615986828],-1.0,,
335,go,[0.0038832619320601],[-0.0055713874223573],-1.0,,
336,going,"[0.0498291810326918, 0.0426706675207242]","[0.0262604585400857, -0.0319132550918927]",-0.01963008428807286,1.0,0.44157549235829996
337,gold,[0.0748640458164623],[-0.0184465732799211],-1.0,,
338,good,"[0.1036127548868535, 0.0762462117709219]","[0.0836318618435385, 0.1648439824720769]",0.8929708168062592,-1.0,0.17086383897867607
339,gossiping,[0.3744910070672631],[-0.0048461575294577],-1.0,,
340,got,[0.033120340318419],[-0.0001219551490396],-1.0,,
341,gotten,[0.0513148345053195],[-0.0524019082302083],-1.0,,
342,government,[0.0353489331901073],[0.0211854542995222],1.0,,0.0
343,grace,[-0.1249375441984739],[-0.0524578168734054],1.0,,
344,grandfather,"[0.1875876716803759, 0.058338067959994]","[0.0110932781093421, 0.0662737728999813]",0.45052884907507695,-1.0,0.45747322693128245
345,grandmother,"[0.1466348499525338, 0.1985463885357603, 0.3795733842998743]","[0.0388676522067326, -0.050650937374706, 0.1317611853796482]",0.6887105897439124,0.7473075910208915,0.3273028751061365
346,grimey,[0.3215337246656418],[0.0197509869121904],1.0,,0.0
347,groom,[0.1265860546845942],[0.065681115997984],1.0,,0.0
348,gross,[-0.0015417230315506],[-0.0524175027550941],1.0,,
349,group,[0.0507870675064623],[-0.021207024562698],-1.0,,
350,growing,[-0.0463394268881529],[0.0268527933323702],-1.0,,
351,grown,[-0.0443141422147164],[-0.022151203858274],1.0,,
352,gypsies,[0.0817471193149685],[0.1135820132566489],1.0,,0.0
353,had,"[0.0496456220280379, 0.1790595516213216, -0.026514010853134, 0.0589568400755524]","[-0.0071303897117325, -0.0025665835288648, -0.0253588905834487, 0.1008236475267031]",0.2829660012566103,0.10368169145785111,0.38665642129624594
354,hair,[-0.2103779457538621],[0.0550334609990473],-1.0,,
355,hardship,[0.1918874974362552],[0.0092330945822755],1.0,,0.0
356,hardworking,[-0.0820717620663344],[-0.1477507578349862],1.0,,
357,harem,[0.1390648394590243],[0.105089523301331],1.0,,0.0
358,has,"[0.0480797560885548, -0.0057375964242964, -0.01709097600542, 0.0833847345784306, 0.0407562413602136, 0.0144895649136742, 0.001991746481508]","[0.0303768078252962, -0.0053845958563923, -0.0128033566199032, 0.0283449689211379, 0.0231770422309333, 0.0311025017211969, 0.0645998474460081]",0.5998099039568744,0.33297110509864136,0.2616386620302999
359,hate,[0.2182928244583308],[-0.0853702471708668],-1.0,,
360,have,"[0.0078730237437412, 0.0574621354462578, -0.0100059914402663, 0.0625881529413163, 0.0394986404498922, 0.0334491660760249, -0.0250621517188847, 0.0447514064144343, -0.0119956464041024, 0.2490187554285512, 0.1492927342187613, -0.0426643511746078]","[0.0556465803422111, -0.0235870267181393, 0.0351256257918972, 0.0259617056530963, 0.0469260811816324, 0.0166433882912944, 0.0145264235887562, -0.0080016277998007, 0.0009938323104245, -0.0534286275757108, 0.0225428038233669, 0.03902544553595]",-0.26483152234868645,-0.625054947968451,0.4365274244686552
361,he,"[0.064818724989891, 0.039922816096805, 0.0654142797575332, -0.0391182375606149]","[0.0481283632415659, -0.0007141201123484, -0.0071099047287373, 0.0193402769122028]",0.3314457952067055,-0.022951050900725134,0.5286958769088733
362,healthy,[-0.1252589265932329],[-0.0777223685060391],1.0,,
363,heard,[0.1043121594702825],[0.0681181609069088],1.0,,0.0
364,heart,[-0.053777026760924],[-0.0277094286041085],1.0,,
365,her,"[0.0765195689164102, 0.0669317048159428, 0.058133328333497]","[0.0179898034090182, 0.0119936087979972, 0.0163189300445221]",0.9860301429322793,0.2937571123583552,0.06236538563732535
366,here,"[-0.0119271771982312, 0.0598687319434247]","[0.0075029539573652, 0.0268621047650197]",0.8920118252667117,1.0,0.2870074708341639
367,herself,[0.0876157191232778],[0.0015155571311745],1.0,,0.0
368,him,"[-0.0075936484136036, 0.0272558841388672]","[0.0045303993402913, 0.0313300502431644]",0.9149862921950076,1.0,0.21427844799222887
369,hindu,[0.0610565622337162],[0.0974295899821382],1.0,,0.0
370,his,"[0.0755636123358272, 0.1540200732561061, 0.0241070274350931, 0.0447150210384279, 0.0440380422223825]","[0.049724389871788, 0.0408833668415197, -0.0268241037535739, -0.0268241037535739, 0.030565104832007]",0.6422841923109631,0.642594989825525,0.31551331620155426
371,history,[0.0657620406709611],[0.0316379641952681],1.0,,0.0
372,hold,[0.1200030504842288],[0.0913962234335164],1.0,,0.0
373,home,"[-0.0235307984985411, -0.0317096178187057, -0.1666683794464916]","[0.003972480004612, 0.0027622892639206, -0.0047183400810048]",0.5229362672514476,0.996959251261619,0.016082723576456303
374,homeless,[-0.0478220210643485],[0.028276108264148],-1.0,,
375,hot,[-0.0813335387501865],[0.0043501672619745],-1.0,,
376,house,[-0.0533919378067366],[-0.0636681074218695],1.0,,
377,housing,[-0.1138818063191138],[-0.0029167826055435],1.0,,
378,how,"[-0.0367097524867858, 0.1330046693328768, 0.0402613832848146]","[0.0275568204095666, 0.0151166489851796, 0.0323504017681341]",0.3549987325973041,-0.7365661135230999,0.44989934648998864
379,i,"[-0.0617335255956277, -0.0163759124698117, -0.0869615350384265, 0.0168767625000327]","[-0.0001850438877867, -0.049121525544038, 0.012931632697141, 0.0201130385008259]",0.005149179030980545,-0.13192229416565232,0.5104296254693156
380,if,[0.1154738457407802],[0.0238353442971914],1.0,,0.0
381,immature,[0.2765900865197181],[-0.0010493103874657],-1.0,,
382,immigrant,[0.0289976254571229],[0.0323591535434488],1.0,,0.0
383,immigration,[0.0044657154940068],[0.0410904135884611],1.0,,0.0
384,in,"[0.0155179274675901, -0.021151702146906, 0.0257904427635367, 0.0675165565662609, -0.0122668361291289, -0.0180256394669413, 0.0568656467003165, 0.0892477642191806, 0.0123128939885646, 0.0176145773148164, 0.0162780596874654, 0.0020669082878157, -0.0646334949415177, 0.0392847464827355, 0.0009248686401406, 0.0702825738117098, -0.1012688307091593, 0.1502400534373009, 0.0066316371085122, 0.035795328207314, -0.0814492093631997, 0.0094042981509119, 0.036007807473652, 0.017281023930991, 0.0039668284589424, -0.1111934480722993, -0.0491091871226672, 0.0383505475474521, 0.0321440359111875, -0.0325237182769342, 0.0922236183541826]","[-0.0155564368346203, -0.0155564368346203, -0.0094568240519533, 0.1056528037735707, -0.0165619924970317, 0.0032722847708797, 0.0037285207528566, -0.0236418625108927, -0.0043697046732434, -0.0043697046732434, -0.038187310879263, -0.0001013847801614, -0.0339279255951061, 0.0194516272346167, 0.0194516272346167, -0.0102608337480557, 0.0325893606000984, 0.0569204325983358, 0.0098046041178426, -0.0363403508725364, -0.0099221015174446, 0.0001894156641178, 0.0001894156641178, -0.0056804486035505, -0.0194129825817033, -0.0233694361413225, -0.0325940965600905, 0.0250558240917774, 0.0791261545448345, -0.0487791549974156, 0.0768667939529052]",0.44767878089431284,0.4425582287897397,0.2461801104333883
385,including,[-0.03583101532422],[0.0220838075834441],-1.0,,
386,incompetent,[0.3876083945506252],[0.2143061858146126],1.0,,0.0
387,influential,[0.1232524934457615],[-0.0399436221557442],-1.0,,
388,information,[-0.2224025718751363],[0.0021868802059502],-1.0,,
389,instead,[-0.0455311686528148],[0.0378894460564799],-1.0,,
390,intelligent,[0.044580407673493],[-0.0379897839086036],-1.0,,
391,interests,[-0.0311672003590501],[-0.0104535024897809],1.0,,
392,into,"[-0.0225117709487676, 0.0777727769454941, -0.0144421206787228, 0.0076593947596848, 0.0326914664474315, 0.1158790551708079]","[-0.0280964517536873, 0.0260850333107962, -0.0230909220975662, -0.032907391474379, 0.0442068364376769, 0.0170674878442402]",0.5783149484891908,0.6810387711722337,0.27347986057120655
393,intolerant,[-0.32105516071897],[-0.1159329163051657],1.0,,
394,invited,"[0.075377675704658, 0.1120417612837627]","[0.0397698970446698, 0.0397698970446698]",0.9813975237877853,,0.06955575755460595
395,irish,[0.0512997433543205],[-0.0424012278426157],-1.0,,
396,is,"[-0.0467493731412105, 0.0026883399841608, 0.0055949813686311, 0.0188939399085938, -0.1233245437033474, -0.0590852711466141, -0.0305194577667862, -0.0984780928120017, -0.0282306621957104, -0.0311103861313313, -0.0333864651620388, -0.0333110692445188, -0.0101699145161546, -0.0180241237394511, -0.0121288700029253, -0.0469110521953552, -0.0883336653932929, -0.0691589857451617, -0.0983827663585543, -0.0376865100115537, -0.1325108623132109, -0.0223850612528622, 0.0308653581887483, -0.0155596697004511, 0.0133862108923494, 0.0315565054770559, 0.0303764389827847, -0.0378129826858639, -0.0145936851622536, 0.0658366669667884, 0.254260839195922, -0.060974181164056, -0.0664316918700933, 0.0183759082574397, -0.0451368130743503, 0.003407065407373, -0.0403237907448783, 0.0073848264291882, -0.02257113577798, 0.0213052835315465, 0.0319426271598786, -0.0374855236150324, 0.0084829174447804, 0.0152015360072255, -0.073836427880451]","[-0.0049355812800938, 0.0078990266359978, 0.0638154754387421, 0.0545479240358514, -0.0331505481591383, -0.0432294010614657, 0.0693236400579455, 0.0693236400579455, -0.0017252007919096, -0.0165039698668886, -0.0165039698668886, -0.0073800367899691, 0.0070105730999752, -0.0073822215588375, -0.0322066384594211, 0.0622093034830574, -0.0481069727728072, 0.0153185254388225, 0.0176605149251058, 0.0176605149251058, -0.0330053385666841, -0.0867606676679591, -0.0237344368160111, -0.0237344368160111, -0.048294331269273, -0.1101095574612861, -0.1101095574612861, -0.0146941639695282, 0.0572429107083483, 0.0572429107083483, -0.0878688611003904, 0.0136703502269626, 0.0136703502269626, -0.0640133870933089, 0.0133975555370892, -0.0058904125214114, 0.0050691604719496, -0.0769063558715367, -0.0166748673480982, 0.0385771896803893, -0.0175195147106095, -0.0467868827863156, 0.0135198429235367, -0.0478645272461078, 0.0333197202257774]",-0.2009794563613765,-0.27805072853649376,0.2950342472831775
397,islamic,[0.0162344994023442],[0.1996140317090969],1.0,,0.0
398,it,"[-0.0215996567276306, 0.0398247997218277, 0.0138747657183557]","[-0.0130444942015715, 0.0590373435010826, 0.0784550856076113]",0.792950722222239,0.803830764509037,0.13747771403866416
399,ivy,[-0.0409080991230439],[-0.0242247526538222],1.0,,
400,jokes,"[-0.0313413440017029, 0.0659385782782919]","[-0.0139901284075759, 0.0383647553842554]",0.9955827579784429,1.0,0.0
401,just,"[0.0401942674070596, 0.0450979953166097, 0.1042678435333073, 0.1140338573604822, 0.0301285317361665, 0.0377744253491982]","[0.0092777306309641, -0.0174384821262064, -0.0078601298144273, 0.0248620132392147, 0.0406255951623172, 0.0406255951623172]",0.38169682901413743,-0.2676197500516318,0.38716499918056274
402,keep,[-0.0375972187612205],[-0.0211439429661628],1.0,,
403,kid,[-0.0785924857482314],[0.0293591967230794],-1.0,,
404,kids,[-0.0787595618749037],[0.006933349909825],-1.0,,
405,kind,[-0.0863344371318817],[0.0120518207309024],-1.0,,
406,kingdom,[0.0016787927985812],[0.0303689776622392],1.0,,0.0
407,kitchen,[-0.0587997449183603],[-0.0230052419408735],1.0,,
